# Export File Created with QBlade CE v2.0.8.6_beta windows on 17.04.2025 at 16:20:53
CLARK_Y_AIRFOIL_Re0.020_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.045_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.075_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.100_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.250_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.500_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re0.750_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re1.000_M0.00_N9.0 360 M	CLARK_Y_AIRFOIL_Re1.000_M0.00_N9.0
Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]	Angle of Attack [deg]	Lift Coefficient Cl [-]
-2.1000000e+01	-5.6400484e-01	-2.1000000e+01	-5.4977262e-01	-2.1000000e+01	-4.5307454e-01	-2.1000000e+01	-4.2039311e-01	-2.1000000e+01	-4.0525770e-01	-2.1000000e+01	-4.1667128e-01	-2.1000000e+01	-4.1887027e-01	-2.1000000e+01	-4.1987282e-01	END	END
-2.0000000e+01	-5.4932624e-01	-2.0000000e+01	-5.3130734e-01	-2.0000000e+01	-4.4195417e-01	-2.0000000e+01	-4.1185421e-01	-2.0000000e+01	-4.0876895e-01	-2.0000000e+01	-4.1738102e-01	-2.0000000e+01	-4.2131418e-01	-2.0000000e+01	-4.2281893e-01	END	END
-1.9000000e+01	-5.3632289e-01	-1.9000000e+01	-5.1310748e-01	-1.9000000e+01	-4.3180481e-01	-1.9000000e+01	-4.0463671e-01	-1.9000000e+01	-4.1886616e-01	-1.9000000e+01	-4.2399746e-01	-1.9000000e+01	-4.3038350e-01	-1.9000000e+01	-4.3259206e-01	END	END
-1.8000000e+01	-5.2594095e-01	-1.8000000e+01	-4.9547309e-01	-1.8000000e+01	-4.2331848e-01	-1.8000000e+01	-3.9964101e-01	-1.8000000e+01	-4.3933684e-01	-1.8000000e+01	-4.3990359e-01	-1.8000000e+01	-4.4982964e-01	-1.8000000e+01	-4.5304283e-01	END	END
-1.7000000e+01	-5.1958758e-01	-1.7000000e+01	-4.7882587e-01	-1.7000000e+01	-4.1753748e-01	-1.7000000e+01	-3.9824736e-01	-1.7000000e+01	-4.7584587e-01	-1.7000000e+01	-4.7020632e-01	-1.7000000e+01	-4.8520762e-01	-1.7000000e+01	-4.8983634e-01	END	END
-1.6000000e+01	-5.1937234e-01	-1.6000000e+01	-4.6377429e-01	-1.6000000e+01	-4.1606504e-01	-1.6000000e+01	-4.0261197e-01	-1.6000000e+01	-5.3593242e-01	-1.6000000e+01	-5.2195477e-01	-1.6000000e+01	-5.4377270e-01	-1.6000000e+01	-5.5023623e-01	END	END
-1.5000000e+01	-5.2843308e-01	-1.5000000e+01	-4.5121863e-01	-1.5000000e+01	-4.2141095e-01	-1.5000000e+01	-4.1614547e-01	-1.5000000e+01	-6.2623924e-01	-1.5000000e+01	-6.0239011e-01	-1.5000000e+01	-6.3157570e-01	-1.5000000e+01	-6.3983911e-01	END	END
-1.4000000e+01	-5.5123794e-01	-1.4000000e+01	-4.4252506e-01	-1.4000000e+01	-4.3753624e-01	-1.4000000e+01	-4.4421867e-01	-1.4000000e+01	-7.4220681e-01	-1.4000000e+01	-7.1112162e-01	-1.4000000e+01	-7.4334460e-01	-1.4000000e+01	-7.5185931e-01	END	END
-1.3000000e+01	-5.9335393e-01	-1.3000000e+01	-4.3981433e-01	-1.3000000e+01	-4.7059646e-01	-1.3000000e+01	-4.9489713e-01	-1.3000000e+01	-8.5084945e-01	-1.3000000e+01	-8.2395446e-01	-1.3000000e+01	-8.4666216e-01	-1.3000000e+01	-8.5180628e-01	END	END
-1.2000000e+01	-6.5912700e-01	-1.2000000e+01	-4.4643563e-01	-1.2000000e+01	-5.2945149e-01	-1.2000000e+01	-5.7838744e-01	-1.2000000e+01	-8.9663726e-01	-1.2000000e+01	-8.8903284e-01	-1.2000000e+01	-8.8926035e-01	-1.2000000e+01	-8.8810915e-01	END	END
-1.1000000e+01	-7.4446410e-01	-1.1000000e+01	-4.6769002e-01	-1.1000000e+01	-6.2381190e-01	-1.1000000e+01	-7.0049804e-01	-1.1000000e+01	-8.5504889e-01	-1.1000000e+01	-8.6985302e-01	-1.1000000e+01	-8.4919578e-01	-1.1000000e+01	-8.4296840e-01	END	END
-1.0000000e+01	-8.2579607e-01	-1.0000000e+01	-5.1168460e-01	-1.0000000e+01	-7.5378543e-01	-1.0000000e+01	-8.4206986e-01	-1.0000000e+01	-7.5578785e-01	-1.0000000e+01	-7.8412032e-01	-1.0000000e+01	-7.5462896e-01	-1.0000000e+01	-7.4658531e-01	END	END
-9.0000000e+00	-8.6313695e-01	-9.0000000e+00	-5.8922452e-01	-9.0000000e+00	-8.8540971e-01	-9.0000000e+00	-9.3784577e-01	-9.0000000e+00	-6.3766170e-01	-9.0000000e+00	-6.7159039e-01	-9.0000000e+00	-6.4195192e-01	-9.0000000e+00	-6.3407105e-01	END	END
-8.0000000e+00	-8.3347201e-01	-8.0000000e+00	-7.0832449e-01	-8.0000000e+00	-9.4396281e-01	-8.0000000e+00	-9.2043382e-01	-8.0000000e+00	-5.1756883e-01	-8.0000000e+00	-5.5479836e-01	-8.0000000e+00	-5.2730542e-01	-8.0000000e+00	-5.1999778e-01	END	END
-7.0000000e+00	-7.5236726e-01	-7.0000000e+00	-8.5375947e-01	-7.0000000e+00	-8.8417131e-01	-7.0000000e+00	-8.0167586e-01	-7.0000000e+00	-3.9747274e-01	-7.0000000e+00	-4.3794855e-01	-7.0000000e+00	-4.1265476e-01	-7.0000000e+00	-4.0592304e-01	END	END
-6.0000000e+00	-6.4953488e-01	-6.0000000e+00	-9.5852649e-01	-6.0000000e+00	-7.4311709e-01	-6.0000000e+00	-6.4117151e-01	-6.0000000e+00	-2.7737665e-01	-6.0000000e+00	-3.2109877e-01	-6.0000000e+00	-2.9800406e-01	-6.0000000e+00	-2.9184833e-01	END	END
-5.0000000e+00	-5.4263067e-01	-5.0000000e+00	-9.3966806e-01	-5.0000000e+00	-5.7662642e-01	-5.0000000e+00	-4.7427824e-01	-5.0000000e+00	-1.5728053e-01	-5.0000000e+00	-2.0424896e-01	-5.0000000e+00	-1.8335339e-01	-5.0000000e+00	-1.7777359e-01	END	END
-4.0000000e+00	-4.0650001e-01	-4.0000000e+00	-3.7869999e-01	-4.0000000e+00	-3.7040001e-01	-4.0000000e+00	-2.5770000e-01	-4.0000000e+00	-3.6499999e-02	-4.0000000e+00	-3.6300000e-02	-4.0000000e+00	-4.1200001e-02	-4.0000000e+00	-4.4599999e-02	END	END
-3.5000000e+00	-3.6610001e-01	-3.5000000e+00	-3.3129999e-01	-3.5000000e+00	-3.1729999e-01	-3.5000000e+00	-1.8510000e-01	-3.5000000e+00	2.1500001e-02	-3.5000000e+00	1.6899999e-02	-3.5000000e+00	1.3300000e-02	-3.5000000e+00	1.0200000e-02	END	END
-3.0000000e+00	-3.2020000e-01	-3.0000000e+00	-2.8290001e-01	-3.0000000e+00	-2.2810000e-01	-3.0000000e+00	-1.0450000e-01	-3.0000000e+00	7.5900003e-02	-3.0000000e+00	7.0799999e-02	-3.0000000e+00	6.7199998e-02	-3.0000000e+00	6.5399997e-02	END	END
-2.5000000e+00	-2.7010000e-01	-2.5000000e+00	-2.3340000e-01	-2.5000000e+00	-1.4579999e-01	-2.5000000e+00	-3.7000000e-02	-2.5000000e+00	1.2860000e-01	-2.5000000e+00	1.2460000e-01	-2.5000000e+00	1.2200000e-01	-2.5000000e+00	1.2050000e-01	END	END
-2.0000000e+00	-2.1690001e-01	-2.0000000e+00	-1.8269999e-01	-2.0000000e+00	-6.3400000e-02	-2.0000000e+00	3.9099999e-02	-2.0000000e+00	1.7850000e-01	-2.0000000e+00	1.7880000e-01	-2.0000000e+00	1.7690000e-01	-2.0000000e+00	1.7560001e-01	END	END
-1.5000000e+00	-1.7030001e-01	-1.5000000e+00	-1.3470000e-01	-1.5000000e+00	1.3200000e-02	-1.5000000e+00	1.1200000e-01	-1.5000000e+00	2.2970000e-01	-1.5000000e+00	2.3090000e-01	-1.5000000e+00	2.3109999e-01	-1.5000000e+00	2.3109999e-01	END	END
-1.0000000e+00	-8.8500001e-02	-1.0000000e+00	-8.0100000e-02	-1.0000000e+00	8.2900003e-02	-1.0000000e+00	2.1050000e-01	-1.0000000e+00	2.7419999e-01	-1.0000000e+00	2.8420001e-01	-1.0000000e+00	2.8420001e-01	-1.0000000e+00	2.8500000e-01	END	END
-5.0000000e-01	-4.5800000e-02	-5.0000000e-01	-4.6700001e-02	-5.0000000e-01	1.7700000e-01	-5.0000000e-01	2.9370001e-01	-5.0000000e-01	3.3469999e-01	-5.0000000e-01	3.3530000e-01	-5.0000000e-01	3.3800000e-01	-5.0000000e-01	3.3860001e-01	END	END
0.0000000e+00	-7.6000001e-03	0.0000000e+00	-6.8999999e-03	0.0000000e+00	2.6750001e-01	0.0000000e+00	3.6059999e-01	0.0000000e+00	4.4319999e-01	0.0000000e+00	3.8000000e-01	0.0000000e+00	3.8990000e-01	0.0000000e+00	3.9260000e-01	END	END
5.0000000e-01	2.9200001e-02	5.0000000e-01	8.3600000e-02	5.0000000e-01	3.2820001e-01	5.0000000e-01	4.2469999e-01	5.0000000e-01	4.9270001e-01	5.0000000e-01	4.4159999e-01	5.0000000e-01	4.3689999e-01	5.0000000e-01	4.4409999e-01	END	END
1.0000000e+00	6.4700000e-02	1.0000000e+00	1.9030000e-01	1.0000000e+00	3.9660001e-01	1.0000000e+00	4.8600000e-01	1.0000000e+00	5.4210001e-01	1.0000000e+00	5.4380000e-01	1.0000000e+00	4.9239999e-01	1.0000000e+00	4.9020001e-01	END	END
1.5000000e+00	9.8700002e-02	1.5000000e+00	2.6679999e-01	1.5000000e+00	4.6709999e-01	1.5000000e+00	5.4509997e-01	1.5000000e+00	5.9140003e-01	1.5000000e+00	5.9350002e-01	1.5000000e+00	5.8240002e-01	1.5000000e+00	5.4990000e-01	END	END
2.0000000e+00	1.3120000e-01	2.0000000e+00	3.4000000e-01	2.0000000e+00	5.3719997e-01	2.0000000e+00	6.0270000e-01	2.0000000e+00	6.4069998e-01	2.0000000e+00	6.4260000e-01	2.0000000e+00	6.4450002e-01	2.0000000e+00	6.3760000e-01	END	END
2.5000000e+00	1.6180000e-01	2.5000000e+00	4.1080001e-01	2.5000000e+00	6.0780001e-01	2.5000000e+00	6.6030002e-01	2.5000000e+00	6.8970001e-01	2.5000000e+00	6.9139999e-01	2.5000000e+00	6.9279999e-01	2.5000000e+00	6.9510001e-01	END	END
3.0000000e+00	1.9050001e-01	3.0000000e+00	4.7909999e-01	3.0000000e+00	6.7809999e-01	3.0000000e+00	7.1990001e-01	3.0000000e+00	7.3780000e-01	3.0000000e+00	7.3890001e-01	3.0000000e+00	7.4089998e-01	3.0000000e+00	7.4250001e-01	END	END
3.5000000e+00	2.1750000e-01	3.5000000e+00	5.5140001e-01	3.5000000e+00	7.3189998e-01	3.5000000e+00	7.6819998e-01	3.5000000e+00	7.8539997e-01	3.5000000e+00	7.8579998e-01	3.5000000e+00	7.8630000e-01	3.5000000e+00	7.8600001e-01	END	END
4.0000000e+00	2.4310000e-01	4.0000000e+00	6.1220002e-01	4.0000000e+00	8.0010003e-01	4.0000000e+00	8.1999999e-01	4.0000000e+00	8.3209997e-01	4.0000000e+00	8.3069998e-01	4.0000000e+00	8.3069998e-01	4.0000000e+00	8.3240002e-01	END	END
4.5000000e+00	2.6809999e-01	4.5000000e+00	6.5149999e-01	4.5000000e+00	8.5130000e-01	4.5000000e+00	8.7080002e-01	4.5000000e+00	8.7699997e-01	4.5000000e+00	8.7550002e-01	4.5000000e+00	8.7769997e-01	4.5000000e+00	8.8129997e-01	END	END
5.0000000e+00	2.9260001e-01	5.0000000e+00	7.0929998e-01	5.0000000e+00	9.0259999e-01	5.0000000e+00	9.2089999e-01	5.0000000e+00	9.2040002e-01	5.0000000e+00	9.2189997e-01	5.0000000e+00	9.2690003e-01	5.0000000e+00	9.3159997e-01	END	END
5.5000000e+00	3.1690001e-01	5.5000000e+00	7.5029999e-01	5.5000000e+00	9.5810002e-01	5.5000000e+00	9.7180003e-01	5.5000000e+00	9.6480000e-01	5.5000000e+00	9.6980000e-01	5.5000000e+00	9.7670001e-01	6.0000000e+00	1.0332000e+00	END	END
6.0000000e+00	3.4110001e-01	6.0000000e+00	7.5910002e-01	6.0000000e+00	1.0046000e+00	6.0000000e+00	1.0172000e+00	6.0000000e+00	1.0108000e+00	6.0000000e+00	1.0188000e+00	6.0000000e+00	1.0269001e+00	6.5000000e+00	1.0833000e+00	END	END
6.5000000e+00	3.6480001e-01	6.5000000e+00	7.8520000e-01	6.5000000e+00	1.0576000e+00	6.5000000e+00	1.0628999e+00	6.5000000e+00	1.0571001e+00	6.5000000e+00	1.0674000e+00	6.5000000e+00	1.0766000e+00	7.0000000e+00	1.1327000e+00	END	END
7.0000000e+00	3.8800001e-01	7.0000000e+00	8.1830001e-01	7.0000000e+00	1.1004000e+00	7.0000000e+00	1.1081001e+00	7.0000000e+00	1.1034000e+00	7.0000000e+00	1.1154000e+00	7.0000000e+00	1.1259000e+00	7.5000000e+00	1.1784000e+00	END	END
7.5000000e+00	4.1060001e-01	7.5000000e+00	8.7419999e-01	7.5000000e+00	1.1464000e+00	7.5000000e+00	1.1551000e+00	7.5000000e+00	1.1482000e+00	7.5000000e+00	1.1630000e+00	7.5000000e+00	1.1744000e+00	8.0000000e+00	1.2170000e+00	END	END
8.5000000e+00	4.5370001e-01	8.0000000e+00	8.6320001e-01	8.0000000e+00	1.1891000e+00	8.0000000e+00	1.1957000e+00	8.0000000e+00	1.1899000e+00	8.0000000e+00	1.2084000e+00	8.0000000e+00	1.2156000e+00	8.5000000e+00	1.2570000e+00	END	END
9.0000000e+00	4.7389999e-01	8.5000000e+00	8.7709999e-01	8.5000000e+00	1.2319000e+00	8.5000000e+00	1.2376000e+00	8.5000000e+00	1.2308000e+00	8.5000000e+00	1.2491000e+00	8.5000000e+00	1.2517999e+00	9.0000000e+00	1.2994000e+00	END	END
9.5000000e+00	4.9320000e-01	9.0000000e+00	1.1466000e+00	9.0000000e+00	1.2754000e+00	9.0000000e+00	1.2732000e+00	9.0000000e+00	1.2689000e+00	9.0000000e+00	1.2810000e+00	9.0000000e+00	1.2905999e+00	9.5000000e+00	1.3349000e+00	END	END
1.0500000e+01	5.9210002e-01	9.5000000e+00	1.2067000e+00	9.5000000e+00	1.3090000e+00	9.5000000e+00	1.3004000e+00	9.5000000e+00	1.2987000e+00	9.5000000e+00	1.3123000e+00	9.5000000e+00	1.3293000e+00	1.0000000e+01	1.3550000e+00	END	END
1.1000000e+01	6.1970001e-01	1.0000000e+01	1.2466000e+00	1.0000000e+01	1.3351001e+00	1.0000000e+01	1.3180000e+00	1.0000000e+01	1.3196000e+00	1.0000000e+01	1.3439000e+00	1.0000000e+01	1.3549000e+00	1.0500000e+01	1.3861001e+00	END	END
1.2000000e+01	6.8940002e-01	1.0500000e+01	1.2106000e+00	1.0500000e+01	1.3487000e+00	1.0500000e+01	1.3298000e+00	1.0500000e+01	1.3405000e+00	1.0500000e+01	1.3716000e+00	1.0500000e+01	1.3732001e+00	1.1000000e+01	1.4152000e+00	END	END
1.2500000e+01	6.9849998e-01	1.7500000e+01	9.2540002e-01	1.1000000e+01	1.3688000e+00	1.1000000e+01	1.3410000e+00	1.1000000e+01	1.3627000e+00	1.1000000e+01	1.3803999e+00	1.1000000e+01	1.3990999e+00	1.1500000e+01	1.4434000e+00	END	END
1.3000000e+01	4.7670001e-01	1.8000000e+01	9.4639999e-01	1.1500000e+01	1.3755000e+00	1.1500000e+01	1.3545001e+00	1.1500000e+01	1.3844000e+00	1.1500000e+01	1.4023000e+00	1.1500000e+01	1.4206001e+00	1.2000000e+01	1.4677000e+00	END	END
1.3500000e+01	4.9559999e-01	1.8500000e+01	9.4779998e-01	1.2000000e+01	1.3799000e+00	1.2000000e+01	1.3633000e+00	1.2000000e+01	1.3975000e+00	1.2000000e+01	1.4198999e+00	1.2000000e+01	1.4391000e+00	1.2500000e+01	1.4874001e+00	END	END
1.4000000e+01	5.0239998e-01	1.9000000e+01	9.6869999e-01	1.2500000e+01	1.3812000e+00	1.2500000e+01	1.3665000e+00	1.3000000e+01	1.3966000e+00	1.2500000e+01	1.4313999e+00	1.2500000e+01	1.4579000e+00	1.3000000e+01	1.4970000e+00	END	END
1.4500000e+01	5.1270002e-01	1.9500000e+01	6.5799999e-01	1.3000000e+01	1.3731000e+00	1.3000000e+01	1.3591000e+00	1.3500000e+01	1.3933001e+00	1.3000000e+01	1.4355000e+00	1.3000000e+01	1.4726000e+00	1.3500000e+01	1.4931999e+00	END	END
1.5000000e+01	7.9850000e-01	2.0000000e+01	9.9059999e-01	1.3500000e+01	1.3494999e+00	1.3500000e+01	1.3398000e+00	1.4000000e+01	1.3836000e+00	1.3500000e+01	1.4304000e+00	1.3500000e+01	1.4822000e+00	1.4000000e+01	1.5072000e+00	END	END
1.5500000e+01	8.1580001e-01	2.1000000e+01	9.0198487e-01	1.4000000e+01	1.3197000e+00	1.4000000e+01	1.3152000e+00	1.4500000e+01	1.3672000e+00	1.4000000e+01	1.4136000e+00	1.4000000e+01	1.4861000e+00	1.4500000e+01	1.5156000e+00	END	END
1.6000000e+01	8.3590001e-01	2.2000000e+01	8.9000452e-01	1.4500000e+01	1.3033000e+00	1.4500000e+01	1.2993000e+00	1.5000000e+01	1.3474000e+00	1.4500000e+01	1.3983001e+00	1.4500000e+01	1.4807000e+00	1.5000000e+01	1.5184000e+00	END	END
1.6500000e+01	8.6180001e-01	2.3000000e+01	8.8107300e-01	1.5000000e+01	1.2789000e+00	1.5000000e+01	1.2927001e+00	1.5500000e+01	1.3328000e+00	1.5000000e+01	1.3983999e+00	1.5000000e+01	1.4629000e+00	1.5500000e+01	1.5160000e+00	END	END
1.7000000e+01	8.7449998e-01	2.4000000e+01	8.7479454e-01	1.5500000e+01	1.2548000e+00	1.5500000e+01	1.2908000e+00	1.6000000e+01	1.3250999e+00	1.5500000e+01	1.3914000e+00	1.5500000e+01	1.4325000e+00	1.6000000e+01	1.5077000e+00	END	END
1.8000000e+01	9.1060001e-01	2.5000000e+01	8.7079233e-01	1.6000000e+01	1.2237000e+00	1.6000000e+01	1.2790000e+00	1.6500000e+01	1.3163000e+00	1.6000000e+01	1.3792000e+00	1.6000000e+01	1.4087000e+00	1.6500000e+01	1.4944000e+00	END	END
1.8500000e+01	9.3760002e-01	2.6000000e+01	8.6871737e-01	1.6500000e+01	1.1138000e+00	1.6500000e+01	1.2654001e+00	1.7000000e+01	1.3071001e+00	1.6500000e+01	1.3648000e+00	1.6500000e+01	1.3993000e+00	1.7000000e+01	1.4761000e+00	END	END
1.9000000e+01	9.4870001e-01	2.7000000e+01	8.6825210e-01	1.7000000e+01	1.0084000e+00	1.7000000e+01	1.2558000e+00	1.7500000e+01	1.2957000e+00	1.7000000e+01	1.3493000e+00	1.7000000e+01	1.3859000e+00	1.7500000e+01	1.4542000e+00	END	END
1.9500000e+01	9.6039999e-01	2.8000000e+01	8.6911094e-01	1.7500000e+01	9.8989999e-01	1.7500000e+01	1.2388999e+00	1.8000000e+01	1.2810000e+00	1.7500000e+01	1.3336999e+00	1.7500000e+01	1.3702000e+00	1.8000000e+01	1.4294000e+00	END	END
2.0000000e+01	9.7950000e-01	2.9000000e+01	8.7103909e-01	1.8000000e+01	9.5940000e-01	1.8500000e+01	9.9400002e-01	1.8500000e+01	1.2634000e+00	1.8000000e+01	1.3176000e+00	1.8000000e+01	1.3538001e+00	1.8500000e+01	1.4042000e+00	END	END
2.1000000e+01	5.7593268e-01	3.0000000e+01	8.7381005e-01	1.9000000e+01	1.0078000e+00	1.9500000e+01	9.8509997e-01	1.9000000e+01	1.2419000e+00	1.8500000e+01	1.3025000e+00	1.8500000e+01	1.3371000e+00	1.9000000e+01	1.3789001e+00	END	END
2.2000000e+01	5.9305930e-01	3.1000000e+01	8.7722325e-01	1.9500000e+01	1.0030000e+00	2.0000000e+01	1.3478719e+00	1.9500000e+01	1.2142000e+00	1.9000000e+01	1.2873000e+00	1.9000000e+01	1.3207999e+00	1.9500000e+01	1.3566000e+00	END	END
2.3000000e+01	6.1031747e-01	3.2000000e+01	8.8110107e-01	2.0000000e+01	1.3367474e+00	2.1000000e+01	1.3412830e+00	2.0000000e+01	1.1746000e+00	1.9500000e+01	1.2726001e+00	1.9500000e+01	1.3053000e+00	2.0000000e+01	1.3380001e+00	END	END
2.4000000e+01	6.2756038e-01	3.3000000e+01	8.8528651e-01	2.1000000e+01	1.3250175e+00	2.2000000e+01	1.3354688e+00	2.1000000e+01	1.4413400e+00	2.0000000e+01	1.2587000e+00	2.0000000e+01	1.2911000e+00	2.1000000e+01	-1.4617541e+01	END	END
2.5000000e+01	6.4466661e-01	3.4000000e+01	8.8964057e-01	2.2000000e+01	1.3141698e+00	2.3000000e+01	1.3306090e+00	2.2000000e+01	1.4359533e+00	2.1000000e+01	1.3791460e+00	2.1000000e+01	1.3684810e+00	2.2000000e+01	-1.4526281e+01	END	END
2.6000000e+01	6.6153455e-01	3.5000000e+01	8.9404005e-01	2.3000000e+01	1.3044389e+00	2.4000000e+01	1.3268018e+00	2.3000000e+01	1.4308659e+00	2.2000000e+01	1.3640860e+00	2.2000000e+01	1.3506805e+00	2.3000000e+01	-1.4435021e+01	END	END
2.7000000e+01	6.7807835e-01	3.6000000e+01	8.9837587e-01	2.4000000e+01	1.2959582e+00	2.5000000e+01	1.3240823e+00	2.4000000e+01	1.4263532e+00	2.3000000e+01	1.3504591e+00	2.3000000e+01	1.3348562e+00	2.4000000e+01	-1.4343761e+01	END	END
2.8000000e+01	6.9422472e-01	3.7000000e+01	9.0255105e-01	2.5000000e+01	1.2887819e+00	2.6000000e+01	1.3224370e+00	2.5000000e+01	1.4225975e+00	2.4000000e+01	1.3385577e+00	2.4000000e+01	1.3212786e+00	2.5000000e+01	-1.4252502e+01	END	END
2.9000000e+01	7.0991051e-01	3.8000000e+01	9.0647924e-01	2.6000000e+01	1.2829049e+00	2.7000000e+01	1.3218170e+00	2.6000000e+01	1.4197041e+00	2.5000000e+01	1.3285246e+00	2.5000000e+01	1.3100470e+00	2.6000000e+01	-1.4161242e+01	END	END
3.0000000e+01	7.2508067e-01	3.9000000e+01	9.1008377e-01	2.7000000e+01	1.2782784e+00	2.8000000e+01	1.3221467e+00	2.7000000e+01	1.4177159e+00	2.6000000e+01	1.3203881e+00	2.6000000e+01	1.3011360e+00	2.7000000e+01	-1.4069983e+01	END	END
3.1000000e+01	7.3968691e-01	4.0000000e+01	9.1329610e-01	2.8000000e+01	1.2748219e+00	2.9000000e+01	1.3233324e+00	2.8000000e+01	1.4166280e+00	2.7000000e+01	1.3140943e+00	2.7000000e+01	1.2944332e+00	2.8000000e+01	-1.3978723e+01	END	END
3.2000000e+01	7.5368643e-01	4.1000000e+01	9.1605520e-01	2.9000000e+01	1.2724340e+00	3.0000000e+01	1.3252686e+00	2.9000000e+01	1.4163982e+00	2.8000000e+01	1.3095312e+00	2.8000000e+01	1.2897693e+00	2.9000000e+01	-1.3887463e+01	END	END
3.3000000e+01	7.6704109e-01	4.2000000e+01	9.1830653e-01	3.0000000e+01	1.2709988e+00	3.1000000e+01	1.3278424e+00	3.0000000e+01	1.4169569e+00	2.9000000e+01	1.3065494e+00	2.9000000e+01	1.2869413e+00	3.0000000e+01	-1.3796204e+01	END	END
3.4000000e+01	7.7971661e-01	4.3000000e+01	9.2000127e-01	3.1000000e+01	1.2703933e+00	3.2000000e+01	1.3309367e+00	3.1000000e+01	1.4182153e+00	3.0000000e+01	1.3049769e+00	3.0000000e+01	1.2857286e+00	3.1000000e+01	-1.3704944e+01	END	END
3.5000000e+01	7.9168206e-01	4.4000000e+01	9.2109597e-01	3.2000000e+01	1.2704897e+00	3.3000000e+01	1.3344340e+00	3.2000000e+01	1.4200711e+00	3.1000000e+01	1.3046302e+00	3.1000000e+01	1.2859052e+00	3.2000000e+01	-1.3613684e+01	END	END
3.6000000e+01	8.0290949e-01	4.5000000e+01	9.2155176e-01	3.3000000e+01	1.2711605e+00	3.4000000e+01	1.3382175e+00	3.3000000e+01	1.4224139e+00	3.2000000e+01	1.3053221e+00	3.2000000e+01	1.2872475e+00	3.3000000e+01	-1.3522424e+01	END	END
3.7000000e+01	8.1337333e-01	4.6000000e+01	9.2133415e-01	3.4000000e+01	1.2722796e+00	3.5000000e+01	1.3421730e+00	3.4000000e+01	1.4251288e+00	3.3000000e+01	1.3068675e+00	3.3000000e+01	1.2895395e+00	3.4000000e+01	-1.3431164e+01	END	END
3.8000000e+01	8.2305032e-01	4.7000000e+01	9.2041224e-01	3.5000000e+01	1.2737243e+00	3.6000000e+01	1.3461893e+00	3.5000000e+01	1.4280994e+00	3.4000000e+01	1.3090870e+00	3.4000000e+01	1.2925758e+00	3.5000000e+01	-1.3339905e+01	END	END
3.9000000e+01	8.3191931e-01	4.8000000e+01	9.1875899e-01	3.6000000e+01	1.2753763e+00	3.7000000e+01	1.3501596e+00	3.6000000e+01	1.4312098e+00	3.5000000e+01	1.3118094e+00	3.5000000e+01	1.2961637e+00	3.6000000e+01	-1.3248645e+01	END	END
4.0000000e+01	8.3996099e-01	4.9000000e+01	9.1635025e-01	3.7000000e+01	1.2771225e+00	3.8000000e+01	1.3539820e+00	3.7000000e+01	1.4343463e+00	3.6000000e+01	1.3148727e+00	3.6000000e+01	1.3001237e+00	3.7000000e+01	-1.3157385e+01	END	END
4.1000000e+01	8.4715760e-01	5.0000000e+01	9.1316503e-01	3.8000000e+01	1.2788553e+00	3.9000000e+01	1.3575586e+00	3.8000000e+01	1.4373990e+00	3.7000000e+01	1.3181251e+00	3.7000000e+01	1.3042896e+00	3.8000000e+01	-1.3066125e+01	END	END
4.2000000e+01	8.5349315e-01	5.1000000e+01	9.0918499e-01	3.9000000e+01	1.2804730e+00	4.0000000e+01	1.3607974e+00	3.9000000e+01	1.4402617e+00	3.8000000e+01	1.3214250e+00	3.8000000e+01	1.3085083e+00	3.9000000e+01	-1.2974865e+01	END	END
4.3000000e+01	8.5895294e-01	5.2000000e+01	9.0439451e-01	4.0000000e+01	1.2818794e+00	4.1000000e+01	1.3636107e+00	4.0000000e+01	1.4428331e+00	3.9000000e+01	1.3246408e+00	3.9000000e+01	1.3126390e+00	4.0000000e+01	-1.2883605e+01	END	END
4.4000000e+01	8.6352396e-01	5.3000000e+01	8.9878017e-01	4.1000000e+01	1.2829845e+00	4.2000000e+01	1.3659163e+00	4.1000000e+01	1.4450170e+00	4.0000000e+01	1.3276510e+00	4.0000000e+01	1.3165529e+00	4.1000000e+01	-1.2792346e+01	END	END
4.5000000e+01	8.6719429e-01	5.4000000e+01	8.9233094e-01	4.2000000e+01	1.2837037e+00	4.3000000e+01	1.3676364e+00	4.2000000e+01	1.4467223e+00	4.1000000e+01	1.3303435e+00	4.1000000e+01	1.3201317e+00	4.2000000e+01	-1.2701086e+01	END	END
